code,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31
000858.SZ,10.2274,9.7767,9.3389,9.9876,10.902,12.588,15.9999,17.3368,15.9643,17.0867,17.7615,20.4083
600168.SH,2.9743,3.6586,3.3667,3.953,3.3896,3.3239,3.6572,3.7121,3.37,3.2528,3.2398,3.1131
000801.SZ,1.6633,1.7549,1.5181,1.8594,1.9322,2.0259,2.293,2.0455,1.8419,1.8697,1.6848,1.8201
600127.SH,0.6593,0.7697,1.259,1.5434,1.5236,1.4688,1.8737,1.9063,1.5352,1.5105,1.2699,1.3803
600125.SH,0.4672,0.4139,0.3804,0.3941,0.4146,0.4237,0.4435,0.4273,0.3875,0.3526,0.3774,0.4254
600157.SH,0.8412,0.8767,0.7701,0.762,0.7318,0.762,0.8225,0.8634,0.754,0.7579,0.7981,1.3757
000883.SZ,1.6273,1.5593,1.5041,1.5309,1.4569,1.4486,1.5515,1.5774,1.5006,1.5742,1.6219,1.5424
000813.SZ,6.6102,6.0521,5.8223,6.873,6.6189,7.8767,8.8422,8.7218,8.7933,8.779,12.0476,8.2109
600150.SH,1.3376,1.2026,1.1514,2.7458,2.6503,2.5622,3.0426,2.5541,2.257,2.1788,1.9444,1.7877
600148.SH,1.9887,1.7376,1.6914,1.9727,1.9995,1.9936,2.3432,2.1949,1.957,1.785,1.8841,1.756
600159.SH,2.4305,2.2798,2.5008,2.5708,2.4885,2.4988,2.6633,2.4412,2.2289,2.1051,1.9749,1.8718
600156.SH,1.573,2.1643,1.6697,1.9234,1.9423,1.9187,2.1214,2.1176,1.9224,2.0578,1.9024,1.7344
000811.SZ,1.3623,1.2845,1.2105,1.2285,1.183,1.2947,1.5511,1.5724,1.3213,1.1952,1.4512,1.6451
600165.SH,8.1362,9.3489,9.1505,12.0383,11.9806,15.618,19.4576,24.6019,23.3337,32.2691,35.3977,32.7608
600166.SH,0.2897,0.2912,0.2767,0.2815,0.2768,0.2815,0.3112,0.3566,0.3307,0.4249,0.4068,0.3814
600163.SH,6.2296,5.8253,5.6232,8.5682,9.1464,9.0412,10.9862,8.4987,8.2125,6.662,6.955,8.0881
000810.SZ,1.7533,1.6607,1.3882,1.3119,1.3504,1.5017,1.58,1.3618,1.1725,1.0819,1.0944,0.9936
000878.SZ,0.3374,0.2971,0.2728,0.2365,0.2319,0.2609,0.3619,0.3266,0.2979,0.2487,0.3294,0.2904
000065.SZ,0.6179,0.5851,0.55,0.5315,0.5025,0.5059,0.5509,0.5497,0.5097,0.492,0.5268,0.4994
600151.SH,1.0078,0.9947,0.9227,0.9186,1.0229,1.0083,1.0814,1.8898,1.5476,1.5365,1.6607,1.9465
600162.SH,1.8863,1.7758,1.7248,1.3617,1.3263,1.3972,1.4965,1.8101,1.7427,1.7175,1.7883,1.6593
600152.SH,1.9413,1.9247,1.6616,1.4752,1.4726,1.5189,1.6705,1.6422,1.5084,1.5907,1.6999,1.86
000815.SZ,4.7182,5.2794,4.7321,4.6055,4.5854,4.5184,4.8598,4.7418,3.98,3.6506,3.7027,3.4814
